index,filename,ground_truth,predicted_label_binary,raw_spoof_score,duration_s,rms,peak,silence_ratio,clipping_ratio,correct
47,file1057.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,3e-06,1.831625,0.23362736084506577,0.99993896484375,0.03296703296703297,3.412270524807207e-05,False
48,file1004.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.0,3.9458125,0.22329861486971342,0.99993896484375,0.10152284263959391,1.58395767665088e-05,False
49,file1027.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,spoof,0.994169,1.3740625,0.18595637479393054,0.999969482421875,0.04411764705882353,4.5485558335228565e-05,True
50,file1041.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,3.0028125,0.14057630680797825,0.999969482421875,0.11333333333333333,2.081382037673015e-05,True
51,file1007.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,2.4325625,0.15664966904077035,0.999969482421875,0.0743801652892562,2.569307057886488e-05,True
52,file1061.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,3.1895625,0.18180404041279724,0.999969482421875,0.07547169811320754,1.9595163913546135e-05,True
53,file1031.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,3.1753125,0.2140464228044206,0.999969482421875,0.02531645569620253,1.9683102056884165e-05,True
54,file104.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,4e-06,1.953,0.22184837504631116,0.999969482421875,0.020618556701030927,3.200204813108039e-05,True
55,file1064.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,2.9568125,0.1826290075338334,0.99993896484375,0.10204081632653061,4.2275254179965755e-05,True
56,file102.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,2.5698125,0.1443249717536302,0.999969482421875,0.1015625,2.4320840528248657e-05,True
57,file1005.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,2.962625,0.17992036578720386,0.999969482421875,0.14864864864864866,4.219231256065145e-05,True
58,file1002.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,3.322875,0.18535397667657477,0.99993896484375,0.1144578313253012,1.8809013279163375e-05,True
59,file1024.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,3.3241875,0.10717569017686207,0.999969482421875,0.0783132530120482,1.880158685393047e-05,True
60,file1067.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,4.1e-05,2.1628125,0.1299649323075908,0.999969482421875,0.10185185185185185,2.889755815633579e-05,True
61,file1069.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,2.71075,0.15707829643401214,0.99993896484375,0.1037037037037037,2.3056349718712533e-05,True
62,file1068.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,3.10525,0.17424860899531264,0.999969482421875,0.07096774193548387,2.012720392883021e-05,True
63,file1009.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,3.0495625,0.1235631900082837,0.99993896484375,0.07894736842105263,2.049474309839526e-05,True
64,file107.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,3.3189375,0.1644631924842908,0.999969482421875,0.10909090909090909,1.883132779692296e-05,True
65,file103.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,2.2686875,0.2106347983048363,0.999969482421875,0.0,2.7548968291137498e-05,True
66,file1050.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,1e-06,1.8834375,0.2865687382064606,0.999969482421875,0.02127659574468085,3.318400530944085e-05,True
67,file1034.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,1e-06,2.427125,0.148041284499191,0.999969482421875,0.1322314049586777,2.5750630890456815e-05,True
68,file1046.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,1e-06,2.3700625,0.13200478537216379,0.999969482421875,0.1440677966101695,2.637061258933045e-05,True
69,file1019.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,4e-06,2.41125,0.1535992483614748,0.999969482421875,0.05,2.592016588906169e-05,True
70,file106.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.002186,1.484375,0.18276763935536042,0.99993896484375,0.06756756756756757,4.210526315789474e-05,True
71,file1052.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,1.1e-05,2.108125,0.1159604285233223,0.999969482421875,0.14285714285714285,2.9647198339756893e-05,True
72,file1018.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,3.6865,0.1217037120017316,0.999969482421875,0.10869565217391304,1.69537501695375e-05,True
73,file101.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,1.9814375,0.16436587364810584,0.999969482421875,0.08080808080808081,3.154275620603729e-05,True
74,file1036.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,2.9118125,0.14697706470217944,0.999969482421875,0.06896551724137931,2.1464294146686985e-05,True
75,file1013.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,2.939875,0.1322575671672996,0.99993896484375,0.10273972602739725,2.1259407287724818e-05,True
76,file1038.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.001408,1.5041875,0.142443280861216,0.999969482421875,0.13333333333333333,4.155067104333735e-05,True
77,file1037.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,4.0369375,0.13350840065905864,0.999969482421875,0.05970149253731343,1.548203310058677e-05,True
78,file1035.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.003169,1.4115625,0.14863423035000561,0.99993896484375,0.0,4.4277175116227586e-05,True
79,file1001.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,1e-06,2.0900625,0.1458423705128948,0.999969482421875,0.18269230769230768,2.9903411979306838e-05,True
80,file1032.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,2.463625,0.16153864546944785,0.999969482421875,0.04878048780487805,2.536912070627632e-05,True
81,file1054.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0009,1.5540625,0.21846105548171968,0.999969482421875,0.012987012987012988,4.021717273275689e-05,True
82,file1051.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,3.057125,0.17732650391435595,0.99993896484375,0.05263157894736842,2.0444044649793516e-05,True
83,file1029.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,2.5141875,0.15667628274651796,0.999969482421875,0.08,2.485892559723569e-05,True
84,file1011.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,3.715625,0.14343530087798442,0.992095947265625,0.06486486486486487,0.0,True
85,file1040.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.239506,1.248625,0.12916152085419577,0.999969482421875,0.03225806451612903,5.0055060566623285e-05,True
86,file1059.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,3.515125,0.13187717493567036,0.999969482421875,0.05142857142857143,1.778030653248462e-05,True
87,file1065.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,3e-06,2.2495,0.1919650166920721,0.999969482421875,0.05357142857142857,2.7783951989330962e-05,True
88,file1047.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,1e-06,3.2493125,0.1468015188718135,0.99993896484375,0.10493827160493827,1.923483813883706e-05,True
89,file1057.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,2.5655625,0.17574626861199022,0.99993896484375,0.125,2.4361129381958146e-05,True
90,file1056.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,2.1e-05,1.74025,0.20017832757282225,0.999969482421875,0.034482758620689655,3.5914380117799164e-05,True
91,file1010.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,5e-05,2.0008125,0.2143306898966214,0.999969482421875,0.05,3.123730984287633e-05,True
92,file1016.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,3.55575,0.21125947178926302,0.999969482421875,0.062146892655367235,1.7577163748857486e-05,True
93,file1000.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,2e-06,2.0073125,0.1561246240331405,0.999969482421875,0.08,3.1136158420774045e-05,True
94,file1042.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,2.4199375,0.2087725762451462,0.999969482421875,0.058333333333333334,2.5827113303546062e-05,True
95,file100.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.050455,0.944875,0.19398105814286973,0.999969482421875,0.02127659574468085,6.614631565021828e-05,True
96,file1060.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,3.709,0.16734820790149232,0.999969482421875,0.043243243243243246,1.6850903208411972e-05,True
97,file1020.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,3.8e-05,2.2279375,0.1695847916910062,0.999969482421875,0.036036036036036036,2.805285157236233e-05,True
98,file1044.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,3.1634375,0.1645367683660761,0.999969482421875,0.11392405063291139,1.9756989034871087e-05,True
99,file1066.wav_16k.wav_norm.wav_mono.wav_silence.wav,bonafide,bonafide,0.0,2.8056875,0.10559354829839544,0.99993896484375,0.14285714285714285,2.2276180080639773e-05,True
